Area,Bedrooms,Bathrooms,Floors,Parking,Age,Price
2487,3,1,2,1,19,15881534
1343,4,2,1,0,3,10018277
3609,4,1,1,0,14,22985334
2034,3,1,3,0,8,13550291
919,5,4,1,2,5,8922965
3298,4,3,1,0,11,21469042
3740,4,1,1,0,17,23579812
2488,4,4,1,0,22,16321180
2432,4,4,3,1,14,17307244
3914,3,2,1,0,28,24113981
2349,5,4,3,1,18,16525086
805,5,2,1,0,8,7427004
3249,1,1,3,1,21,19839985
1368,4,2,2,1,23,9584226
3084,4,4,3,2,12,21390636
1635,1,3,3,2,15,10878344
1934,5,3,1,1,12,14137349
705,2,1,3,1,0,5406994
3756,2,1,3,2,17,23174337
3953,5,3,1,1,21,25741817
995,4,2,2,2,2,8120324
3950,2,1,2,2,16,24676624
3618,3,4,2,0,21,23423858
2409,3,1,3,0,4,15763958
3051,1,2,1,2,28,18345528
1545,5,1,2,2,24,10937140
712,5,4,2,1,5,7937411
809,2,4,2,2,20,6495791
3208,4,4,2,2,16,21400130
2491,5,2,1,0,16,17114089
3300,2,2,2,2,26,20789932
771,2,4,3,1,0,6675496
2322,5,4,3,2,6,17099165
3485,2,2,1,0,21,21569046
3773,1,2,2,0,29,22009275
